,country,description,points,price,province,taster_name,taster_twitter_handle,title,variety,winery
121199,Austria,"The restrained nose just gives a glimpse of lemon freshness. Lemon notes intensify on the palate, where they attain a lovely textural feel of pith and zest. A slender wine, it still carries a hint of yeast on the midpalate, but is subtle, clean, slender and fine. The finish is dry and refreshing.",90,25.0,Wachau,Anne Krebiehl MW,@AnneInVino,Malat 2016 Ried am Zaum Hefeabzug Pinot Blanc (Wachau),Pinot Blanc,Malat
121201,US,"This 100% varietal wine brings lightly styled aromas of green grass, herb, snap pea and whiffs of green pepper. The palate is full bodied and textured, bringing a sense of richness but never losing its balance. It lingers on the finish.",90,35.0,Washington,Sean P. Sullivan,@wawinereport,Matthews 2016 Reserve Sauvignon Blanc (Columbia Valley (WA)),Sauvignon Blanc,Matthews
121203,Spain,"This aerated, yellow-tinted brut nature smells mature, bready and buttery. The palate is full bodied, yeasty and anything but sweet. Salted citrus and papaya flavors are nutty and hold steady on a slightly flat finish. Drink now.",90,31.0,Catalonia,Michael Schachner,@wineschach,Maria Casanovas NV Glaç Brut Nature Sparkling (Cava),Sparkling Blend,Maria Casanovas
121208,US,"Coming from Lawrence Vineyards, this wine offers aromas of orange peel, smoke, olive, blueberry, blackberry and wood spice. The blue-fruit flavors are full bodied and perfumed, showing a pleasing sense of balance and a lingering finish.",92,30.0,Washington,Sean P. Sullivan,@wawinereport,Morell-Lawrence 2014 Syrah (Columbia Valley (WA)),Syrah,Morell-Lawrence
121210,US,"This sweet, red, fortified wine is labeled as a tawny Port but was not made in Portugal, from where the original Port comes. It offers haunting aromas of cherry compote, molasses and cedar, while flavors suggest cherry sauce, caramel and roasted nuts. A mouth-clinging, thick texture extends the finish for minutes.",92,40.0,California,Jim Gordon,@gordone_cellars,Fenestra NV Tawny Port (California),Port,Fenestra
121223,France,"This premier cru is on the cooler left bank of the Serein river, making this vintage a crisply mineral wine that's tight with zesty lemon and fine crisp acidity. The hints of yellow fruits are still to develop. The wine is structured and needs to age, so drink from 2018.",92,32.0,Burgundy,Roger Voss,@vossroger,Jean-Marc Brocard 2015 Vau de Vey Premier Cru  (Chablis),Chardonnay,Jean-Marc Brocard
121228,France,"This comes from one of the Premier Crus that line the lower slopes of the hill of Corton. It has weight, richness and a densely tannic character that promises aging. Its packed red fruits are cut with juicy acidity as well as a firmer structure and dark-berry flavors. This finely perfumed wine needs to age, so drink from 2018.",92,45.0,Burgundy,Roger Voss,@vossroger,Capitain-Gagnerot 2013 Les Moutottes Premier Cru  (Aloxe-Corton),Pinot Noir,Capitain-Gagnerot
121229,US,"The aromas of dark coffee, bittersweet chocolate, vanilla, and black cherry are still locked up but provide appeal. The flavors are textured and full, showing layers of dark fruit that undulate into the distance and display a fine sense of balance.",92,45.0,Washington,Sean P. Sullivan,@wawinereport,Columbia Crest 2013 Reserve Cabernet Sauvignon (Columbia Valley (WA)),Cabernet Sauvignon,Columbia Crest
121230,Argentina,"Grapy, jammy boysenberry and blueberry aromas are exotic, with integrated barrel and spice notes. This feels weighty but balanced; flavors of blueberry, currant and chocolate finish with plum-like juiciness and length. Drink through 2021.",92,50.0,Mendoza Province,Michael Schachner,@wineschach,Gimenez Riili 2013 Gran Familia Malbec (Mendoza),Malbec,Gimenez Riili
121231,US,"This wine is a blend of fruit from Alder Ridge and Olsen Vineyards. Aged in older barrels, it displays mesmerizingly pure aromas of raspberry, mortared dried herbs and pot roast. The flavors are elegant, textured and detailed, displaying a fine sense of balance along with plenty of length. It takes some time to get going but once it does it sails.",92,42.0,Washington,Sean P. Sullivan,@wawinereport,Gramercy 2013 L'Idiot du Village Mourvèdre (Columbia Valley (WA)),Mourvèdre,Gramercy
121232,US,"The oak is quite apparent on this bottling, and that's the point. Red apple, ripe pear, pomelo pith and sweetgrass meet with a touch of honey on the nose. The palate shows the oak more prominently, with light honey butter, sweet almond and vanilla, yet fresh, grassy notes shine through on the finish.",92,45.0,California,Matt Kettmann,@mattkettmann,Grassini 2014 Reserve Sauvignon Blanc (Happy Canyon of Santa Barbara),Sauvignon Blanc,Grassini
121233,US,"This wine is named for the four Sullivan brothers, one of whom makes the Benovia wines and another who makes this wine, among others. A clear labor of love, this small-production Chardonnay is well tended to. A sweetness of honeysuckle opens on the nose, followed by a depth of vanilla oak and stony minerality, the acidity fresh and bright.",92,40.0,California,Virginie Boone,@vboone,Grey Stack 2014 Four Brothers Vineyard Chardonnay (Bennett Valley),Chardonnay,Grey Stack
121239,Italy,"Subtle scents of white spring blossom, white stone fruit, aromatic herb and a whiff of beeswax float out of the glass. The round, concentrated palate offers a wonderful depth of flavors that include juicy Anjou pear, lemon pastry, anise, honey and a hint of marzipan. Fresh acidity brightens the creamy flavors. Hold for more complexity.",94,57.0,Central Italy,Kerin O’Keefe,@kerinokeefe,Bucci 2012 Villa Bucci Riserva  (Verdicchio dei Castelli di Jesi Classico Superiore),Verdicchio,Bucci
121266,US,"This is the producer's highest and most westerly vineyard site. It holds back from the start, still tightly wound and somewhat reduced on the nose. As it opens, ethereal layers of wild strawberry, green tea and lacings of herb and white pepper unveil to tremendous effect.",93,85.0,California,Virginie Boone,@vboone,Iron Horse 2013 Thomas Road Pinot Noir (Green Valley),Pinot Noir,Iron Horse
121267,US,"This is a gorgeous wine, blended with 8% Merlot, 1% Petit Verdot and 1% Malbec, and aged entirely in new French oak. Juicy waves of cassis and red currant are accented by dark chocolate, ultimately showcasing a lush, plush yet structured palate. It's decadent now, but should age well through 2022.",93,85.0,California,Virginie Boone,@vboone,Les Belles Collines 2012 Les Sommets Cabernet Sauvignon (Napa Valley),Cabernet Sauvignon,Les Belles Collines
121283,Italy,Subdued baking spice and black-skinned fruit aromas mark the nose of this wine. The simple palate delivers blackberry and white pepper flavors and round tannins. Drink soon.,86,13.0,Piedmont,Kerin O’Keefe,@kerinokeefe,Veglio 2015  Dolcetto d'Alba,Dolcetto,Veglio
121294,Argentina,"Gamy aromas lead to a sinewy, lean palate. This funky Cabernet tastes of creamy oak, plum and green herbs. It finishes a bit weedy, with savory offsets.",86,19.0,Mendoza Province,Michael Schachner,@wineschach,Salentein 2014 Reserve Cabernet Sauvignon (Uco Valley),Cabernet Sauvignon,Salentein
121298,Spain,"This is unusual in that it's heavily oaked, as evidenced by aromas of varnish, hard spice and resin. The mouthfeel is fresh on top of resiny, while flavors of dry oak, spice and mild apple and citrus operate in the background. While this wine has depth of body and acidic lift, it's dominated by the barrel.",87,40.0,Northern Spain,Michael Schachner,@wineschach,Abadia Retuerta 2011 Le Domaine Blanco de Guarda White (Vino de la Tierra de Castilla y León),White Blend,Abadia Retuerta
121342,Chile,"Nice for a warmer-climate Chardonnay, with toast, white fruit, cinnamon and baked notes to the bouquet. Feels healthy and round, with fleshy peach, apple and spice flavors. Falls off a touch on the finish, but overall it runs smoothly.",87,14.0,Maule Valley,Michael Schachner,@wineschach,Viña Requingua 2010 Toro de Piedra Reserva Chardonnay (Maule Valley),Chardonnay,Viña Requingua
121349,US,"A pleasant wine, it has straightforward berry flavors and a wash of cola. It's slightly quick to fade.",87,40.0,Oregon,Paul Gregutt,@paulgwine ,Stoller 2008 SV Estate Pinot Noir (Dundee Hills),Pinot Noir,Stoller
121351,US,"Pretty raspberry fruit scents and flavors dominate, and in the mouth there is a sense of grainy sugars. It has good fruit and ripeness, but still seems a little disjointed. Perhaps more time in the bottle will help sort it out.",87,55.0,Oregon,Paul Gregutt,@paulgwine ,Torii Mor 2009 La Colina Vineyard Pinot Noir (Dundee Hills),Pinot Noir,Torii Mor
121356,Chile,"Chunky black-fruit aromas come with strong notes of coconut, chocolate and cedar. Feels fresh, zesty and voluminous, with sweet oak, coconut, mocha and herbal flavors to go with standard berry and cassis. Long and mildly herbal tasting on the finish.",87,21.0,Aconcagua Valley,Michael Schachner,@wineschach,Errazuriz 2010 Single Vineyard Cabernet Sauvignon (Aconcagua Valley),Cabernet Sauvignon,Errazuriz
121357,US,"One of two Tempranillos from Fenestra (the other from Lodi), the Livermore Valley version is bright, tasting of cherry spice, with good acidity. Nearing the finish the taste turns to toasty dark molasses; a nice wine overall.",87,36.0,California,Virginie Boone,@vboone,Fenestra 2008 Tempranillo (Livermore Valley),Tempranillo,Fenestra
121380,US,"Lemon candy and banana-chip aromas on the nose of this bottling lean into the tropical realm, and yet an orange-juice freshness keeps it light. Flavors of marzipan, bubblegum and banana cream make for a ripe palate, enhanced by a sea-salt richness and a clean finish.",87,14.0,California,Matt Kettmann,@mattkettmann,Maddalena 2014 Chardonnay (Monterey),Chardonnay,Maddalena
121382,US,"Maple-syrup aromas and a practically syrupy texture make this full-bodied wine taste sweet, while baking spices like cinnamon and vanilla accent the deep, ripe blackberry and black-cherry flavors. It's a very tasty wine for oak lovers.",87,14.0,California,Jim Gordon,@gordone_cellars,Oak Ridge 2014 OZV Old Vine Zinfandel (Lodi),Zinfandel,Oak Ridge
121383,US,"Very light and reserved on the nose at first whiff, this wine eventually allows aromas of smoked pork, red cherry and a light dusting to dried herbs to emerge. The palate is also delicate with cranberry and peppery herbs, making for an easy, engaging if not overly complex sipper.",87,22.0,California,Matt Kettmann,@mattkettmann,Poiema 2014 Pinot Noir (Santa Lucia Highlands),Pinot Noir,Poiema
121384,Portugal,"With layers of ripe tannins and generous red fruits, this is an attractive, fruity wine that is ready to drink. It has a smoky, meaty character that contrasts with the fine fruits. Drink now.",87,15.0,Tejo,Roger Voss,@vossroger,Quinta da Ribeirinha 2012 Vale de Lobos Red (Tejo),Portuguese Red,Quinta da Ribeirinha
121385,Portugal,"A bright, tight and crisp wine that is is mineral, tangy and refreshing to drink. It hints at the ripe fruits that will develope through 2017.",87,15.0,Vinho Verde,Roger Voss,@vossroger,Quinta de Santiago 2015 Alvarinho (Vinho Verde),Alvarinho,Quinta de Santiago
121386,Portugal,"This is a rich, smoothly textured wine. Pear and apricot fruits are blended with shots of lemon to give a perfumed wine that has a lightly spicy character. Drink this ripe wine from 2017.",87,13.0,Douro,Roger Voss,@vossroger,Quinta dos Murças 2015 Assobio Branco White (Douro),Portuguese White,Quinta dos Murças
121416,Chile,"Generic apple aromas are short on intensity and length. This tastes of melon but not much more. A light, dilute finish with bready flavor notes ensures that this is O.K. for easy quaffing.",84,8.0,Maule Valley,Michael Schachner,@wineschach,Tololo 2014 Chardonnay (Maule Valley),Chardonnay,Tololo
121417,Chile,"Staunch but murky aromas of coffee grounds, leafy berry, olive and lemon peel announce a tight raw palate. Flavors of olive, plum skins and herbs finish with a reprise of spent coffee along with scratchy tannins.",84,11.0,Maule Valley,Michael Schachner,@wineschach,Viña el Aromo 2011 Private Reserve Carmenère (Maule Valley),Carmenère,Viña el Aromo
121420,Spain,"Notes of baked-berry, herb and savory spice come together well on the bouquet. It feels chunky and round but lively, with plum and cassis flavors that carry an herbal, tomatoey shading. This is fresh and herbal enough so that you know it's Old World.",88,24.0,Catalonia,Michael Schachner,@wineschach,Torres 2008 Gran Coronas Reserva Cabernet Sauvignon (Penedès),Cabernet Sauvignon,Torres
121421,France,"This is has flavors of apple and red currant, with a dry, light touch. The acidity cuts through the palate, giving it an attractive freshness, with a touch of spice and a crisp finish.",88,19.0,Provence,Roger Voss,@vossroger,Triennes 2011 Rosé (Vin de Pays Var),Rosé,Triennes
121422,US,"This is a tannic blend of all five Bordeaux grapes, with an earthy mix of cherry, herb and berry flavors. It's elevated with pretty floral aromatics as well, and a hint of anise in the finish.",88,32.0,Oregon,Paul Gregutt,@paulgwine ,Troon 2009 Old Vine Meritage (Applegate Valley),Meritage,Troon
121423,Spain,"The aromas of orange and mineral are uncomplicated and friendly. It feels pure and offers good flow, with apple, lime, mineral, white pepper and anise flavors. Fruity, dry and composed on the finish, this is great wine for patio sipping or pairing with seafood.",88,15.0,Galicia,Michael Schachner,@wineschach,Viña Costeira 2011 White (Ribeiro),White Blend,Viña Costeira
121430,Spain,"This is a little wayward and funky on the nose, with a lightly pickled aroma. It's a forward Cava with a yeasty, creamy feel. Its acidity and proper bubbles set up flavors of pastry, powdered sugar and sweet apple. The finish is quick, ending with a white-pepper flavor.",87,16.0,Catalonia,Michael Schachner,@wineschach,Agustí Torelló Mata 2009 Aliguer Brut Vintage Sparkling (Cava),Sparkling Blend,Agustí Torelló Mata
